Person1,person1@gmail.com,97699732518,KGF,300,5,02-01-2023,23:59:28
Person2,person2@gmail.com,95051821737,Radhe,300,10,02-01-2023,23:59:28
Person3,person3@gmail.com,96251336549,Super 30,250,20,02-01-2023,23:59:28
Person4,person4@gmail.com,92330227237,KGF,300,5,02-01-2023,23:59:28
Person5,person5@gmail.com,99993826151,Radhe,300,10,02-01-2023,23:59:28
Person6,person6@gmail.com,96021154275,Avatar,400,0,02-01-2023,23:59:28
Person7,person7@gmail.com,97922801392,Radhe,300,10,02-01-2023,23:59:28
Person8,person8@gmail.com,99977388532,Brahmastra,350,12,02-01-2023,23:59:28
Person9,person9@gmail.com,93398398817,ABCD,250,15,02-01-2023,23:59:28
Person10,person10@gmail.com,93191029023,Super 30,250,20,02-01-2023,23:59:28
Person11,person11@gmail.com,92757961962,ABCD,250,15,02-01-2023,23:59:28
Person12,person12@gmail.com,97899738544,Circus,500,20,02-01-2023,23:59:28
Person13,person13@gmail.com,94664915022,Brahmastra,350,12,02-01-2023,23:59:28
Person14,person14@gmail.com,91903721907,Pushpa,200,25,02-01-2023,23:59:28
Person15,person15@gmail.com,91871759254,Pushpa,200,25,02-01-2023,23:59:28
Person16,person16@gmail.com,99626826265,Radhe,300,10,02-01-2023,23:59:28
Person17,person17@gmail.com,92398077005,Circus,500,20,02-01-2023,23:59:28
Person18,person18@gmail.com,96662064024,Radhe,300,10,02-01-2023,23:59:28
Person19,person19@gmail.com,97137419080,KGF,300,5,02-01-2023,23:59:28
Person20,person20@gmail.com,94618580420,ABCD,250,15,02-01-2023,23:59:28
Person21,person21@gmail.com,97396915975,Avatar,400,0,02-01-2023,23:59:28
Person22,person22@gmail.com,98849501171,ABCD,250,15,02-01-2023,23:59:28
Person23,person23@gmail.com,95746944080,3 Idiots,200,0,02-01-2023,23:59:28
Person24,person24@gmail.com,94875724048,Super 30,250,20,02-01-2023,23:59:28
Person25,person25@gmail.com,98258224020,Avatar,400,0,02-01-2023,23:59:28
Person26,person26@gmail.com,94029573825,Avatar,400,0,02-01-2023,23:59:28
Person27,person27@gmail.com,95578745650,Circus,500,20,02-01-2023,23:59:28
Person28,person28@gmail.com,98381898844,3 Idiots,200,0,02-01-2023,23:59:28
Person29,person29@gmail.com,95138016073,Pushpa,200,25,02-01-2023,23:59:28
Person30,person30@gmail.com,91921632108,Super 30,250,20,02-01-2023,23:59:28
Person31,person31@gmail.com,92074277500,Super 30,250,20,02-01-2023,23:59:28
Person32,person32@gmail.com,94791053878,Brahmastra,350,12,02-01-2023,23:59:28
Person33,person33@gmail.com,91756343967,KGF,300,5,02-01-2023,23:59:28
Person34,person34@gmail.com,96838879663,KGF,300,5,02-01-2023,23:59:28
Person35,person35@gmail.com,96700051644,Pushpa,200,25,02-01-2023,23:59:28
Person36,person36@gmail.com,99860826580,3 Idiots,200,0,02-01-2023,23:59:28
Person37,person37@gmail.com,96473118457,Avatar,400,0,02-01-2023,23:59:28
Person38,person38@gmail.com,95732451437,Avatar,400,0,02-01-2023,23:59:28
Person39,person39@gmail.com,97907172181,Super 30,250,20,02-01-2023,23:59:28
Person40,person40@gmail.com,91523441080,Brahmastra,350,12,02-01-2023,23:59:28
Person41,person41@gmail.com,98118072241,Super 30,250,20,02-01-2023,23:59:28
Person42,person42@gmail.com,91609101482,Circus,500,20,02-01-2023,23:59:28
Person43,person43@gmail.com,92040714012,ABCD,250,15,02-01-2023,23:59:28
Person44,person44@gmail.com,94251819990,Brahmastra,350,12,02-01-2023,23:59:28
Person45,person45@gmail.com,96068624195,Bhediya,150,10,02-01-2023,23:59:28
